日期,区域,街道,小区,布局,总面积,月租价格
20180827,江岸,百步亭,城开二七城市广场,3室2厅,89平米,1600
20180827,江岸,百步亭,城开二七城市广场,1室1厅,38平米,1200
20180827,江岸,百步亭,新生活摩尔城,2室1厅,74平米,2200
20180827,江岸,百步亭,银泰御华园二期,5室2厅,160平米,5000
20180827,江岸,百步亭,长投景城汉口年华,1室1厅,45平米,1600
20180827,江岸,百步亭,银泰御华园三期,2室1厅,42平米,2100
20180827,江岸,百步亭,城开二七城市广场,2室2厅,83平米,1500
20180827,江岸,百步亭,温馨苑AB区,2室1厅,78平米,2650
20180827,江岸,百步亭,万锦江城,3室2厅,96平米,2900
20180827,江岸,百步亭,哈楼,3室2厅,87平米,2800
20180827,江岸,百步亭,现代城二区,6室1厅,130平米,5800
20180827,江岸,百步亭,百合苑,4室2厅,190平米,4000
20180827,江岸,百步亭,百步华庭,3室2厅,137平米,3500
20180827,江岸,百步亭,幸福时代,2室1厅,77平米,2200
20180827,江岸,百步亭,百合苑,2室2厅,98平米,2200
20180827,江岸,百步亭,福星惠誉榜YOUNG,1室2厅,100平米,3500
20180827,江岸,百步亭,东勤佳苑,2室2厅,75平米,2200
20180827,江岸,百步亭,银泰御华园二期,2室1厅,56平米,2300
20180827,江岸,百步亭,安居苑A区,2室2厅,90平米,1800
20180827,江岸,百步亭,圣诚阳光丽景,3室1厅,126平米,2600
20180827,江岸,百步亭,温馨苑AB区,3室2厅,135平米,2600
20180827,江岸,百步亭,丹枫苑二期,1室1厅,55平米,1600
20180827,江岸,百步亭,怡和苑北区,3室2厅,134平米,3500
20180827,江岸,百步亭,城开二七城市广场,3室1厅,88平米,2400
20180827,江岸,百步亭,百步华庭,3室2厅,136平米,4500
20180827,江岸,百步亭,银泰御华园一期,1室1厅,45平米,2000
20180827,江岸,百步亭,秀泽园南区,2室2厅,88平米,1900
20180827,江岸,百步亭,福星惠誉榜YOUNG,2室2厅,85平米,2000
20180827,江岸,百步亭,长江委长顺园,2室2厅,97平米,2200
20180827,江岸,百步亭,长江委长顺园,2室2厅,98平米,2400
20180827,江岸,百步亭,安居苑D区,6室3厅,232平米,5000
20180827,江岸,百步亭,丹水嘉苑,2室2厅,88平米,2300
20180827,江岸,百步亭,新生活摩尔城,2室2厅,63平米,2000
20180827,江岸,百步亭,安居苑D区,2室2厅,82平米,1650
20180827,江岸,百步亭,景兰苑,3室2厅,90平米,2300
20180827,江岸,百步亭,福星惠誉榜YOUNG,4室1厅,6平米,760
20180827,江岸,百步亭,新荣苑二期幸福小城,2室2厅,125平米,3200
20180827,江岸,百步亭,百合苑,2室2厅,92平米,2300
20180827,江岸,百步亭,怡和苑北区,4室2厅,180平米,3300
20180827,江岸,百步亭,幸福时代三期,3室1厅,11平米,1160
20180827,江岸,百步亭,怡康苑北区,2室2厅,100平米,2600
20180827,江岸,百步亭,景兰苑,2室1厅,77平米,2000
20180827,江岸,百步亭,怡和苑南区,3室2厅,117平米,3500
20180827,江岸,百步亭,福星惠誉榜YOUNG,2室2厅,95平米,2600
20180827,江岸,百步亭,幸福时代三期,3室1厅,8平米,890
20180827,江岸,百步亭,安居苑B区,3室2厅,120平米,3500
20180827,江岸,百步亭,幸福时代三期,3室1厅,8平米,1160
20180827,江岸,百步亭,现代城二区,4室2厅,127平米,3600
20180827,江岸,百步亭,百步亭花园世博园,1室1厅,40平米,1800
20180827,江岸,百步亭,安居苑B区,2室2厅,87平米,2200
20180827,江岸,百步亭,幸福时代,2室2厅,83平米,3000
20180827,江岸,百步亭,连城家园,2室1厅,80平米,2400
20180827,江岸,百步亭,温馨苑AB区,2室1厅,95平米,2000
20180827,江岸,百步亭,百合苑,2室2厅,98平米,2300
20180827,江岸,百步亭,百步华庭,3室2厅,133平米,3200
20180827,江岸,百步亭,百步雅庭,2室2厅,90平米,2500
20180827,江岸,百步亭,十大家世纪城,2室2厅,84平米,2300
20180827,江岸,百步亭,长投景城汉口年华,1室1厅,38平米,1600
20180827,江岸,百步亭,悦秀苑,2室1厅,86平米,2000
20180827,江岸,百步亭,幸福时代,3室2厅,97平米,3200
20180827,江岸,百步亭,东勤佳苑,3室2厅,91平米,2300
20180827,江岸,百步亭,连城家园,2室2厅,94平米,2300
20180827,江岸,百步亭,天悦尚景,3室2厅,116平米,3000
20180827,江岸,百步亭,福星惠誉榜YOUNG,1室1厅,47平米,1800
20180827,江岸,百步亭,百步华庭,2室2厅,105平米,2500
20180827,江岸,百步亭,福星惠誉榜YOUNG,2室2厅,50平米,1500
20180827,江岸,百步亭,现代城一区,3室2厅,94平米,2300
20180827,江岸,百步亭,福星惠誉榜YOUNG,1室1厅,48平米,1500
20180827,江岸,百步亭,安居苑C区,2室2厅,93平米,1900
20180827,江岸,百步亭,文卉苑,2室1厅,80平米,2600
20180827,江岸,百步亭,温馨苑CD区,2室1厅,73平米,2100
20180827,江岸,百步亭,福星惠誉榜YOUNG,2室0厅,45平米,1700
20180827,江岸,百步亭,新生活摩尔城,2室2厅,80平米,2100
20180827,江岸,百步亭,长江委长顺园,3室2厅,110平米,1700
20180827,江岸,百步亭,海赋江城天韵,3室2厅,109平米,2000
20180827,江岸,百步亭,城开二七城市广场,2室1厅,80平米,2300
20180827,江岸,百步亭,景兰苑,3室1厅,90平米,2100
20180827,江岸,百步亭,百合苑,7室3厅,246平米,5000
20180827,江岸,百步亭,天悦尚景,1室1厅,49平米,1500
20180827,江岸,百步亭,东勤佳苑,2室1厅,86平米,1900
20180827,江岸,百步亭,新荣苑二期幸福小城,4室2厅,151平米,4500
20180827,江岸,百步亭,福星惠誉榜YOUNG,2室2厅,98平米,2000
20180827,江岸,百步亭,百合苑,5室2厅,200平米,3800
20180827,江岸,百步亭,温馨苑CD区,2室2厅,89平米,1800
20180827,江岸,百步亭,佳园小区,3室2厅,155平米,2800
20180827,江岸,百步亭,怡和苑南区,2室1厅,94平米,2500
20180827,江岸,百步亭,百合苑,3室2厅,107平米,2600
20180827,江岸,百步亭,长投景城汉口年华,1室1厅,37平米,1500
20180827,江岸,百步亭,万锦江城,3室1厅,95平米,3000
20180827,江岸,百步亭,中城青年汇,3室1厅,65平米,2000
20180827,江岸,百步亭,十大家世纪城,2室1厅,85平米,2400
20180827,江岸,百步亭,百合苑,2室2厅,97平米,2000
20180827,江岸,百步亭,百步华庭,3室2厅,133平米,3000
20180827,江岸,百步亭,温馨苑AB区,2室1厅,78平米,2650
20180827,江岸,百步亭,万锦江城,3室2厅,96平米,2900
20180827,江岸,百步亭,百步龙庭,2室2厅,115平米,3000
20180827,江岸,百步亭,温馨苑AB区,2室2厅,85平米,1800
20180827,江岸,百步亭,福星惠誉榜YOUNG,2室2厅,90平米,2400
20180827,江岸,百步亭,新生活摩尔城,2室1厅,65平米,2000
20180827,江岸,百步亭,温馨苑AB区,2室2厅,107平米,1900
20180827,江岸,百步亭,百步雅庭,1室1厅,61平米,1999
20180827,江岸,百步亭,百步雅庭,2室2厅,92平米,2800
20180827,江岸,百步亭,怡和苑南区,3室2厅,101平米,2500
20180827,江岸,百步亭,福星惠誉榜YOUNG,2室2厅,50平米,1500
20180827,江岸,百步亭,现代城四区,3室2厅,89平米,2000
20180827,江岸,百步亭,东勤佳苑,2室2厅,76平米,1900
20180827,江岸,百步亭,百步华庭,2室2厅,102平米,2600
20180827,江岸,百步亭,温馨苑AB区,2室1厅,85平米,1800
20180827,江岸,百步亭,百合苑,2室1厅,92平米,2400
20180827,江岸,百步亭,海赋江城天韵,1室1厅,20平米,1300
20180827,江岸,百步亭,万锦江城,3室1厅,97平米,2800
20180827,江岸,百步亭,长江委长顺园,2室1厅,90平米,1800
20180827,江岸,百步亭,天悦尚景,1室1厅,49平米,1500
20180827,江岸,百步亭,百步龙庭,2室2厅,138平米,3300
20180827,江岸,百步亭,银泰御华园一期,1室1厅,45平米,2000
20180827,江岸,百步亭,安居苑A区,4室2厅,138平米,3500
20180827,江岸,百步亭,现代城三区,2室1厅,97平米,2900
20180827,江岸,百步亭,温馨苑CD区,2室2厅,86平米,1800
20180827,江岸,百步亭,万锦江城,2室1厅,82平米,2500
20180827,江岸,百步亭,东勤佳苑,3室2厅,92平米,2000
20180827,江岸,百步亭,温馨苑AB区,3室2厅,134平米,2200
20180827,江岸,百步亭,文卉苑,2室2厅,79平米,2200
20180827,江岸,百步亭,百步亭花园世博园,2室2厅,90平米,2700
20180827,江岸,百步亭,城开二七城市广场,3室2厅,138平米,1500
20180827,江岸,百步亭,怡和苑南区,3室2厅,140平米,3500
20180827,江岸,百步亭,温馨苑AB区,2室2厅,85平米,2200
20180827,江岸,百步亭,安居苑B区,2室1厅,76平米,1600
20180827,江岸,百步亭,福星惠誉榜YOUNG,2室0厅,50平米,1600
20180827,江岸,百步亭,名流世家,2室1厅,102平米,2800
20180827,江岸,百步亭,温馨苑AB区,2室1厅,85平米,2200
20180827,江岸,百步亭,新生活摩尔城,2室1厅,83平米,2300
20180827,江岸,百步亭,城开二七城市广场,3室2厅,137平米,2000
20180827,江岸,百步亭,温馨苑CD区,3室2厅,116平米,2500
20180827,江岸,百步亭,海赋江城天韵,2室2厅,85平米,2500
20180827,江岸,百步亭,怡和苑北区,3室1厅,128平米,2200
20180827,江岸,百步亭,东勤佳苑,2室2厅,90平米,1800
20180827,江岸,百步亭,连城家园,2室1厅,60平米,2400
20180827,江岸,百步亭,安居苑A区,2室2厅,90平米,1800
20180827,江岸,百步亭,温馨苑CD区,2室1厅,85平米,1500
20180827,江岸,百步亭,圣诚阳光丽景,2室2厅,120平米,2600
20180827,江岸,百步亭,景兰苑,2室2厅,90平米,2200
20180827,江岸,百步亭,百步雅庭,1室1厅,53平米,2000
20180827,江岸,百步亭,长投景城汉口年华,2室1厅,76平米,2600
20180827,江岸,百步亭,长投景城汉口年华,1室1厅,45平米,1650
20180827,江岸,百步亭,怡康苑北区,2室2厅,101平米,2400
20180827,江岸,百步亭,东勤佳苑,2室1厅,77平米,2100
20180827,江岸,百步亭,岱山佳苑,2室1厅,85平米,2000
20180827,江岸,百步亭,海赋江城,3室2厅,95平米,3100
20180827,江岸,百步亭,百步雅庭,2室2厅,90平米,2300
20180827,江岸,百步亭,新远大花园,2室1厅,70平米,1500
20180827,江岸,百步亭,景兰苑,2室1厅,78平米,2200
20180827,江岸,百步亭,佳园小区,4室2厅,120平米,2300
20180827,江岸,百步亭,安居苑A区,3室2厅,125平米,2400
20180827,江岸,百步亭,安居苑A区,2室2厅,90平米,2300
20180827,江岸,百步亭,城开二七城市广场,2室1厅,38平米,2600
20180827,江岸,百步亭,佳园小区,2室2厅,89平米,1600
20180827,江岸,百步亭,城开二七城市广场,1室1厅,47平米,1400
20180827,江岸,百步亭,百步亭花园世博园,3室2厅,90平米,2700
20180827,江岸,百步亭,怡康苑北区,3室2厅,120平米,2800
20180827,江岸,百步亭,景兰苑,3室2厅,90平米,2200
20180827,江岸,百步亭,安居苑D区,2室2厅,82平米,1650
20180827,江岸,百步亭,景兰苑,3室2厅,90平米,2300
20180827,江岸,百步亭,现代城四区,3室2厅,91平米,1700
20180827,江岸,百步亭,城开二七城市广场,2室1厅,85平米,2500
20180827,江岸,百步亭,宏兴苑,2室2厅,87平米,1700
20180827,江岸,百步亭,丹水嘉苑,2室2厅,88平米,2300
20180827,江岸,百步亭,新生活摩尔城,2室2厅,63平米,2000
20180827,江岸,百步亭,景兰苑,3室2厅,83平米,2100
20180827,江岸,百步亭,十大家世纪城,4室2厅,147平米,4000
20180827,江岸,百步亭,新生活摩尔城,1室2厅,62平米,2100
20180827,江岸,百步亭,安居苑D区,2室1厅,86平米,2000
20180827,江岸,百步亭,现代城三区,3室1厅,96平米,2600
20180827,江岸,百步亭,万锦江城,3室2厅,97平米,3700
20180827,江岸,百步亭,安居苑C区,1室0厅,37平米,1600
20180827,江岸,百步亭,银泰御华园三期,4室1厅,13平米,1230
20180827,江岸,百步亭,现代城二区,3室2厅,98平米,3000
20180827,江岸,百步亭,万锦江城,2室2厅,82平米,2700
20180827,江岸,百步亭,圣诚阳光丽景,1室1厅,58平米,1500
20180827,江岸,百步亭,新生活摩尔城,2室1厅,75平米,2500
20180827,江岸,百步亭,福星惠誉榜YOUNG,1室1厅,53平米,2500
20180827,江岸,百步亭,城开二七城市广场,1室1厅,38平米,1300
20180827,江岸,百步亭,福星惠誉榜YOUNG,2室2厅,100平米,2500
20180827,江岸,百步亭,现代城二区,3室2厅,90平米,3300
20180827,江岸,百步亭,长投景城汉口年华,2室1厅,70平米,2500
20180827,江岸,百步亭,幸福时代,4室1厅,8平米,990
20180827,江岸,百步亭,丹水嘉苑,1室1厅,70平米,2000
20180827,江岸,百步亭,福星惠誉榜YOUNG,2室1厅,100平米,4500
20180827,江岸,百步亭,城开二七城市广场,2室2厅,36平米,3000
20180827,江岸,百步亭,海赋江城天韵,4室1厅,14平米,1160
20180827,江岸,百步亭,连城家园,2室2厅,90平米,2400
20180827,江岸,百步亭,温馨苑CD区,3室2厅,115平米,2200
20180827,江岸,百步亭,长江委长顺园,2室2厅,97平米,2100
20180827,江岸,百步亭,百步雅庭,2室2厅,93平米,2500
20180827,江岸,百步亭,名流世家,3室1厅,101平米,2500
20180827,江岸,百步亭,安居苑B区,2室1厅,75平米,2200
20180827,江岸,百步亭,安居苑A区,2室2厅,108平米,2400
20180827,江岸,百步亭,福星惠誉榜YOUNG,2室0厅,49平米,1600
20180827,江岸,百步亭,连城家园,2室2厅,76平米,2500
20180827,江岸,百步亭,福星惠誉榜YOUNG,4室1厅,10平米,990
20180827,江岸,百步亭,百合苑,3室2厅,107平米,2600
20180827,江岸,百步亭,福星惠誉榜YOUNG,3室2厅,101平米,1000
20180827,江岸,百步亭,福星惠誉榜YOUNG,3室2厅,101平米,1750
20180827,江岸,百步亭,百步华庭,2室2厅,93平米,2500
20180827,江岸,百步亭,长投景城汉口年华,2室1厅,85平米,2700
20180827,江岸,百步亭,城开二七城市广场,2室0厅,37平米,2200
20180827,江岸,百步亭,百步雅庭,2室1厅,92平米,2600
20180827,江岸,百步亭,景兰苑,2室2厅,87平米,2200
20180827,江岸,百步亭,现代城二区,2室2厅,80平米,2600
20180827,江岸,百步亭,怡和苑南区,3室2厅,101平米,2500
20180827,江岸,百步亭,福星惠誉榜YOUNG,2室2厅,50平米,1500
20180827,江岸,百步亭,现代城四区,3室2厅,89平米,2000
20180827,江岸,百步亭,东勤佳苑,2室2厅,76平米,1900
20180827,江岸,百步亭,百步华庭,2室2厅,102平米,2600
20180827,江岸,百步亭,温馨苑AB区,2室1厅,85平米,1800
20180827,江岸,百步亭,百合苑,2室1厅,92平米,2400
20180827,江岸,百步亭,福星惠誉榜YOUNG,3室1厅,11平米,960
20180827,江岸,百步亭,丹水嘉苑,2室2厅,91平米,2400
20180827,江岸,百步亭,福星惠誉榜YOUNG,2室1厅,76平米,1500
20180827,江岸,百步亭,温馨苑CD区,3室2厅,115平米,2200
20180827,江岸,百步亭,长江委长顺园,2室2厅,97平米,2100
20180827,江岸,百步亭,百步雅庭,2室2厅,93平米,2500
20180827,江岸,百步亭,怡和苑北区,4室2厅,180平米,3300
20180827,江岸,百步亭,现代城一区,2室1厅,88平米,2500
20180827,江岸,百步亭,怡和苑南区,3室2厅,120平米,3000
20180827,江岸,百步亭,福星惠誉榜YOUNG,2室2厅,49平米,2600
20180827,江岸,百步亭,连城家园,3室2厅,117平米,3200
20180827,江岸,百步亭,百步亭花园世博园,2室2厅,93平米,2800
20180827,江岸,百步亭,十大家世纪城,2室2厅,84平米,2300
20180827,江岸,百步亭,百合苑,2室2厅,98平米,2300
20180827,江岸,百步亭,百步华庭,3室2厅,133平米,3200
20180827,江岸,百步亭,百步雅庭,2室2厅,90平米,2500
20180827,江岸,百步亭,长投景城汉口年华,1室1厅,38平米,1600
20180827,江岸,百步亭,悦秀苑,2室1厅,86平米,2000
20180827,江岸,百步亭,幸福时代,3室2厅,97平米,3200
20180827,江岸,百步亭,东勤佳苑,3室2厅,91平米,2300
20180827,江岸,百步亭,连城家园,2室2厅,94平米,2300
20180827,江岸,百步亭,幸福时代三期,3室1厅,8平米,890
20180827,江岸,百步亭,安居苑B区,3室2厅,120平米,3500
20180827,江岸,百步亭,幸福时代三期,3室1厅,8平米,1160
20180827,江岸,百步亭,现代城二区,4室2厅,127平米,3600
20180827,江岸,百步亭,安居苑B区,2室2厅,87平米,2200
20180827,江岸,百步亭,幸福时代,2室2厅,83平米,3000
20180827,江岸,百步亭,连城家园,2室1厅,80平米,2400
20180827,江岸,百步亭,温馨苑AB区,2室1厅,95平米,2000
20180827,江岸,百步亭,天悦尚景,3室2厅,116平米,3000
20180827,江岸,百步亭,福星惠誉榜YOUNG,3室2厅,106平米,2800
20180827,江岸,百步亭,安居苑A区,3室2厅,125平米,2200
20180827,江岸,百步亭,长投景城汉口年华,1室1厅,40平米,1700
20180827,江岸,百步亭,怡康苑北区,2室2厅,98平米,2400
20180827,江岸,百步亭,海赋江城天韵,3室2厅,95平米,4500
20180827,江岸,百步亭,名流世家,1室1厅,42平米,1000
20180827,江岸,百步亭,现代城四区,2室1厅,82平米,2700
20180827,江岸,百步亭,东勤佳苑,2室2厅,78平米,2200
20180827,江岸,百步亭,百合苑,2室2厅,91平米,2200
20180827,江岸,百步亭,万锦江城,2室2厅,82平米,1500
20180827,江岸,百步亭,百合苑,2室2厅,92平米,2000
20180827,江岸,百步亭,安居苑A区,3室2厅,125平米,2500
20180827,江岸,百步亭,天悦尚景,2室2厅,106平米,2500
20180827,江岸,百步亭,安居苑D区,2室1厅,100平米,2200
20180827,江岸,百步亭,新生活摩尔城,2室1厅,83平米,2000
20180827,江岸,百步亭,天悦尚景,2室1厅,54平米,1500
20180827,江岸,百步亭,安居苑A区,2室2厅,90平米,1800
20180827,江岸,百步亭,长江委长顺园,3室2厅,97平米,2100
20180827,江岸,百步亭,安居苑C区,2室2厅,85平米,2000
20180827,江岸,百步亭,景兰苑,2室1厅,72平米,2000
20180827,江岸,百步亭,福星惠誉榜YOUNG,3室1厅,100平米,2600
20180827,江岸,百步亭,连城家园,2室2厅,90平米,2200
20180827,江岸,百步亭,天悦尚景,2室2厅,100平米,1400
20180827,江岸,百步亭,悦秀苑,2室2厅,86平米,2000
20180827,江岸,百步亭,现代城三区,2室2厅,94平米,2900
20180827,江岸,百步亭,现代城四区,3室2厅,130平米,2300
20180827,江岸,百步亭,怡康苑南区,4室2厅,245平米,4500
20180827,江岸,百步亭,百步华庭,2室2厅,106平米,2300
20180827,江岸,百步亭,百步龙庭,2室2厅,99平米,2500
20180827,江岸,百步亭,长江委长顺园,2室2厅,97平米,1800
20180827,江岸,百步亭,天悦尚景,2室2厅,100平米,1400
20180827,江岸,百步亭,悦秀苑,2室2厅,86平米,2000
20180827,江岸,百步亭,现代城三区,2室2厅,94平米,2900
20180827,江岸,百步亭,现代城四区,3室2厅,130平米,2300
20180827,江岸,百步亭,怡康苑南区,4室2厅,245平米,4500
20180827,江岸,百步亭,百步华庭,2室2厅,106平米,2300
20180827,江岸,百步亭,百步龙庭,2室2厅,99平米,2500
20180827,江岸,百步亭,长江委长顺园,2室2厅,97平米,1800
20180827,江岸,百步亭,长投景城汉口年华,3室1厅,87平米,1800
20180827,江岸,百步亭,幸福时代,2室2厅,84平米,2500
20180827,江岸,百步亭,现代城一区,3室2厅,115平米,3000
20180827,江岸,百步亭,海赋江城天韵,3室2厅,95平米,2700
20180827,江岸,百步亭,温馨苑CD区,2室2厅,92平米,1800
20180827,江岸,百步亭,温馨苑CD区,2室1厅,74平米,1900
20180827,江岸,百步亭,现代城四区,3室2厅,90平米,1500
20180827,江岸,百步亭,福星惠誉榜YOUNG,4室2厅,188平米,6500
20180827,江岸,百步亭,百合苑,2室2厅,97平米,2500
20180827,江岸,百步亭,安居苑B区,2室1厅,75平米,1800
20180827,江岸,百步亭,万锦江城,3室2厅,90平米,1900
20180827,江岸,百步亭,新生活摩尔城,2室1厅,75平米,2100
20180827,江岸,百步亭,天悦尚景,2室2厅,50平米,1500
20180827,江岸,百步亭,秀泽园北区,3室2厅,135平米,3000
20180827,江岸,百步亭,悦秀苑,2室2厅,84平米,2000
20180827,江岸,百步亭,幸福时代,4室2厅,130平米,4000
20180827,江岸,百步亭,东勤佳苑,2室1厅,74平米,1700
20180827,江岸,百步亭,百步雅庭,1室1厅,52平米,2300
20180827,江岸,百步亭,百步亭花园世博园,2室1厅,61平米,2200
20180827,江岸,百步亭,海赋江城天韵,2室2厅,90平米,2700
20180827,江岸,百步亭,景兰苑,2室2厅,79平米,2300
20180827,江岸,百步亭,福星惠誉榜YOUNG,2室2厅,50平米,1500
20180827,江岸,百步亭,佳园小区,4室2厅,120平米,2300
20180827,江岸,百步亭,安居苑A区,3室2厅,125平米,2400
20180827,江岸,百步亭,安居苑A区,2室2厅,90平米,2300
20180827,江岸,百步亭,城开二七城市广场,2室1厅,38平米,2600
20180827,江岸,百步亭,安居苑D区,2室1厅,86平米,2000
20180827,江岸,百步亭,现代城三区,3室1厅,96平米,2600
20180827,江岸,百步亭,城开二七城市广场,3室2厅,117平米,2300
20180827,江岸,百步亭,怡康苑北区,3室2厅,120平米,2800
20180827,江岸,百步亭,景兰苑,3室2厅,90平米,2200
20180827,江岸,百步亭,景兰苑,3室2厅,83平米,2100
20180827,江岸,百步亭,十大家世纪城,4室2厅,147平米,4000
20180827,江岸,百步亭,百步雅庭,3室2厅,120平米,3000
20180827,江岸,百步亭,连城家园,3室1厅,10平米,1030
20180827,江岸,百步亭,万锦江城,3室2厅,97平米,3700
20180827,江岸,百步亭,宏兴苑,2室2厅,87平米,1700
20180827,江岸,百步亭,名流世家,3室2厅,85平米,2700
20180827,江岸,百步亭,连城家园,3室1厅,7平米,830
20180827,江岸,百步亭,银泰御华园二期,2室1厅,46平米,2300
20180827,江岸,百步亭,福星惠誉榜YOUNG,2室1厅,100平米,2600
20180827,江岸,百步亭,安居苑C区,1室0厅,37平米,1600
20180827,江岸,百步亭,银泰御华园三期,4室1厅,13平米,1230
20180827,江岸,百步亭,现代城二区,3室2厅,98平米,3000
20180827,江岸,百步亭,百步亭花园世博园,3室2厅,90平米,2700
20180827,江岸,百步亭,现代城一区,2室2厅,90平米,2600
20180827,江岸,百步亭,现代城四区,3室2厅,89平米,2000
20180827,江岸,百步亭,安居苑D区,2室1厅,86平米,1800
20180827,江岸,百步亭,怡康苑南区,4室2厅,171平米,3500
20180827,江岸,百步亭,城开二七城市广场,1室1厅,38平米,1300
20180827,江岸,百步亭,福星惠誉榜YOUNG,2室2厅,100平米,2500
20180827,江岸,百步亭,现代城二区,3室2厅,90平米,3300
20180827,江岸,百步亭,福星惠誉榜YOUNG,2室1厅,100平米,4500
20180827,江岸,百步亭,城开二七城市广场,2室2厅,36平米,3000
20180827,江岸,百步亭,海赋江城天韵,4室1厅,14平米,1160
20180827,江岸,百步亭,百步华庭,2室2厅,93平米,2500
20180827,江岸,百步亭,万锦江城,3室2厅,93平米,3200
20180827,江岸,百步亭,幸福时代三期,2室1厅,83平米,1500
20180827,江岸,百步亭,幸福时代,2室2厅,84平米,2400
20180827,江岸,百步亭,秀泽园北区,3室2厅,135平米,3000
20180827,江岸,百步亭,悦秀苑,2室2厅,84平米,2000
20180827,江岸,百步亭,幸福时代,4室2厅,130平米,4000
20180827,江岸,百步亭,东勤佳苑,2室1厅,74平米,1700
20180827,江岸,百步亭,百步雅庭,1室1厅,52平米,2300
20180827,江岸,百步亭,万锦江城,3室2厅,97平米,3700
20180827,江岸,百步亭,景兰苑,2室1厅,85平米,2300
20180827,江岸,百步亭,银泰御华园三期,2室1厅,66平米,2400
20180827,江岸,百步亭,现代城四区,3室2厅,90平米,3000
20180827,江岸,百步亭,怡康苑南区,3室2厅,125平米,3200
20180827,江岸,百步亭,名流世家,3室2厅,102平米,2900
20180827,江岸,百步亭,幸福时代三期,2室2厅,83平米,3000
20180827,江岸,百步亭,现代城四区,3室2厅,90平米,2000
20180827,江岸,百步亭,连城家园,2室2厅,90平米,2300
20180827,江岸,百步亭,幸福时代三期,2室2厅,83平米,2800
20180827,江岸,百步亭,天悦尚景,2室2厅,100平米,2800
20180827,江岸,百步亭,现代城二区,2室2厅,88平米,2800
20180827,江岸,百步亭,新荣苑二期幸福小城,4室2厅,176平米,3800
20180827,江岸,百步亭,海赋江城天韵,3室2厅,95平米,3000
20180827,江岸,百步亭,海赋江城,3室2厅,94平米,3000
20180827,江岸,百步亭,东勤佳苑,2室1厅,77平米,1900
20180827,江岸,百步亭,怡康苑北区,3室2厅,144平米,2500
20180827,江岸,百步亭,幸福时代,2室2厅,83平米,1500
20180827,江岸,百步亭,悦秀苑,2室2厅,84平米,2000
20180827,江岸,百步亭,幸福时代,4室2厅,130平米,4000
20180827,江岸,百步亭,长投景城汉口年华,1室1厅,45平米,1800
20180827,江岸,百步亭,银泰御华园二期,2室1厅,46平米,2200
20180827,江岸,百步亭,海赋江城,3室2厅,94平米,3000
20180827,江岸,百步亭,怡康苑南区,3室2厅,125平米,3200
20180827,江岸,百步亭,名流世家,3室2厅,102平米,2900
20180827,江岸,百步亭,现代城四区,3室2厅,90平米,3000
20180827,江岸,百步亭,银泰御华园三期,2室1厅,66平米,2500
20180827,江岸,百步亭,中森华国际城,2室1厅,100平米,3400
20180827,江岸,百步亭,景兰苑,2室1厅,86平米,1700
20180827,江岸,百步亭,福星惠誉榜YOUNG,2室2厅,86平米,2400
20180827,江岸,百步亭,福星惠誉榜YOUNG,2室2厅,86平米,2400
20180827,江岸,百步亭,银泰御华园一期,1室1厅,44平米,2300
20180827,江岸,百步亭,天悦尚景,2室2厅,100平米,2800
20180827,江岸,百步亭,新生活摩尔城,2室1厅,57平米,1900
20180827,江岸,百步亭,幸福时代三期,2室2厅,83平米,2800
20180827,江岸,百步亭,幸福时代三期,2室2厅,83平米,3000
20180827,江岸,百步亭,连城家园,2室2厅,90平米,2300
20180827,江岸,百步亭,十大家世纪城,2室1厅,85平米,2300
20180827,江岸,百步亭,东勤佳苑,2室2厅,94平米,2000
20180827,江岸,百步亭,银泰御华园一期,1室1厅,43平米,2000
20180827,江岸,百步亭,现代城四区,3室2厅,90平米,2000
20180827,江岸,百步亭,新生活摩尔城,2室1厅,55平米,2000
20180827,江岸,百步亭,现代城二区,2室2厅,88平米,2800
20180827,江岸,百步亭,宏兴苑,2室2厅,87平米,1700
20180827,江岸,百步亭,佳园小区,2室2厅,94平米,2200
20180827,江岸,百步亭,景兰苑,3室1厅,90平米,2200
20180827,江岸,百步亭,百步龙庭,2室1厅,100平米,2500
20180827,江岸,百步亭,圣诚阳光丽景,1室1厅,40平米,1800
20180827,江岸,百步亭,福星惠誉榜YOUNG,3室2厅,106平米,2700
20180827,江岸,百步亭,百步龙庭,2室1厅,100平米,2500
20180827,江岸,百步亭,景兰苑,3室1厅,90平米,2200
20180827,江岸,百步亭,百步雅庭,1室1厅,61平米,2200
20180827,江岸,百步亭,现代城三区,2室1厅,96平米,2000
20180827,江岸,百步亭,城开二七城市广场,3室2厅,118平米,2200
20180827,江岸,百步亭,悦秀苑,2室2厅,80平米,2000
20180827,江岸,百步亭,百步雅庭,2室2厅,90平米,2500
20180827,江岸,百步亭,悦秀苑,2室2厅,70平米,1800
20180827,江岸,百步亭,安居苑C区,2室2厅,90平米,2000
20180827,江岸,百步亭,名流世家,3室2厅,103平米,3000
20180827,江岸,百步亭,文卉苑,2室2厅,84平米,2500
20180827,江岸,百步亭,景兰苑,2室2厅,86平米,2000
20180827,江岸,百步亭,温馨苑CD区,2室2厅,106平米,2600
20180827,江岸,百步亭,圣诚阳光丽景,1室0厅,30平米,1450
20180827,江岸,百步亭,悦秀苑,2室1厅,87平米,1300
20180827,江岸,百步亭,十大家世纪城,2室2厅,80平米,2600
